Table S1f Top ranked cell type-expressed genes based on mouse data						
						
Zhang2014_rank	Zeisel2014_rank	Tasic2016_rank	grand_rank	gene	Celltype	
502		289	395.5	SEC61A1	opc	
340		461	400.5	PPFIBP1	opc	
129		675	402	ZCCHC24	opc	
669		139	404	UGDH	opc	
707		101	404	USP22	opc	
670		143	406.5	SDHA	opc	
493		321	407	REV3L	opc	
726		88	407	ZFP207	opc	
366		451	408.5	RBM39	opc	
777		46	411.5	CSDE1	opc	
553		274	413.5	TXNDC16	opc	
691		150	420.5	CAV1	opc	
238		605	421.5	RPS3	opc	
341		503	422	KANK1	opc	
211		633	422	RTN1	opc	
360		486	423	ARF1	opc	
399		454	426.5	POU3F3	opc	
586		270	428	MATR3	opc	
244		616	430	ADAM9	opc	
693		169	431	ENC1	opc	
351		529	440	SGK1	opc	
222		661	441.5	RPS9	opc	
48		841	444.5	MTSS1L	opc	
200		703	451.5	LAPTM4A	opc	
450		456	453	PRDX2	opc	
805		103	454	BRINP3	opc	
788		126	457	OMG	opc	
796		140	468	YWHAZ	opc	
207		732	469.5	DSCAM	opc	
652		294	473	GTF3C2	opc	
533		420	476.5	BRINP1	opc	
183		771	477	PRNP	opc	
917		38	477.5	GM3764	opc	
724		236	480	SKP1	opc	
214		748	481	PTMA	opc	
879		85	482	MDH1	opc	
896		68	482	ZBTB20	opc	
416		553	484.5	PLEKHB1	opc	
625		355	490	LDHA	opc	
703		278	490.5	SCRG1	opc	
314		668	491	NCKAP1	opc	
523		465	494	DCLK1	opc	
242		746	494	DPP6	opc	
540		450	495	GDI2	opc	
732		260	496	HMGB1	opc	
404		590	497	NONO	opc	
535		459	497	OAZ1	opc	
930		69	499.5	TMEM100	opc	
319		686	502.5	RPL9	opc	
299		708	503.5	LPPR5	opc	
542		466	504	GPRASP1	opc	
363		648	505.5	SOX6	opc	
59		954	506.5	JUN	opc	
435		579	507	DDAH1	opc	
816		208	512	NAV1	opc	
665		360	512.5	TUBB2A	opc	
684		346	515	CDH13	opc	
161		872	516.5	UBA1	opc	
369		666	517.5	KIDINS220	opc	
742		295	518.5	DAZAP2	opc	
227		814	520.5	RPL7	opc	
169		875	522	RPS4X	opc	
681		366	523.5	SNX1	opc	
602		448	525	PRRC2C	opc	
484		567	525.5	WSB1	opc	
124		931	527.5	FTL1	opc	
475		580	527.5	JMJD1C	opc	
626		429	527.5	MORF4L2	opc	
498		561	529.5	RASA3	opc	
679		385	532	HACD3	opc	
205		862	533.5	HNRNPA1	opc	
881		190	535.5	LRPAP1	opc	
711		361	536	ATP5C1	opc	
480		593	536.5	PSMD2	opc	
802		280	541	OPCML	opc	
973		113	543	CAPZA2	opc	
370		720	545	RPS14	opc	
765		331	548	TCAF1	opc	
946		153	549.5	RBM5	opc	
558		549	553.5	CCT3	opc	
501		609	555	FCHSD2	opc	
904		207	555.5	LAMP2	opc	
792		322	557	PTTG1IP	opc	
316		806	561	EPAS1	opc	
1008		115	561.5	ZWINT	opc	
212		917	564.5	HIP1	opc	
490		642	566	CLASP2	opc	
190		948	569	KIF1A	opc	
734		406	570	CDK4	opc	
959		183	571	ACTR2	opc	
869		275	572	CLCN4-2	opc	
932		215	573.5	DLGAP1	opc	
1054		104	579	RBM25	opc	
1075		86	580.5	ITIH5	opc	
836		327	581.5	ANXA6	opc	
864		303	583.5	ATRX	opc	
991		177	584	CTSV	opc	
721		447	584	S100B	opc	
88		1085	586.5	CLSTN1	opc	
491		692	591.5	ATXN10	opc	
771		414	592.5	NDRG3	opc	
372		816	594	JAM2	opc	
209		986	597.5	GNB2L1	opc	
823		373	598	AMPD3	opc	
884		315	599.5	MDH2	opc	
593		608	600.5	COL1A2	opc	
612		591	601.5	ELOVL5	opc	
1122		81	601.5	GSK3B	opc	
191		1014	602.5	PDIA3	opc	
49		1157	603	SLC22A17	opc	
315		895	605	HNRNPDL	opc	
1012		199	605.5	CLK1	opc	
583		635	609	AGAP1	opc	
769		449	609	LUZP2	opc	
907		317	612	TRIB2	opc	
738		488	613	CYFIP1	opc	
995		233	614	CCT8	opc	
292		942	617	ITGB8	opc	
269		971	620	PPAP2B	opc	
923		323	623	ERGIC3	opc	
687		562	624.5	RAB7A	opc	
107		1149	628	DYNC1H1	opc	
127		1129	628	SRRM2	opc	
641		619	630	COX4I1	opc	
471		789	630	EIF3C	opc	
713		547	630	SCG5	opc	
876		389	632.5	ARF4	opc	
829		438	633.5	DSTN	opc	
21		1248	634.5	EEF2	opc	
432		840	636	RPS5	opc	
357		921	639	PSAT1	opc	
594		685	639.5	MYCBP2	opc	
1060		225	642.5	ATP5F1	opc	
752		534	643	CTSA	opc	
1109		178	643.5	PPP1R16B	opc	
1125		163	644	ARL8B	opc	
311		978	644.5	SLC38A3	opc	
1087		203	645	PJA2	opc	
996		297	646.5	LUC7L3	opc	
1042		258	650	NMNAT2	opc	
758		545	651.5	KIAA1191	opc	
1085		218	651.5	SDCBP	opc	
817		489	653	LIMS2	opc	
421		885	653	MYO5A	opc	
270		1040	655	ACO2	opc	
811		500	655.5	CD164	opc	
497		825	661	RPS11	opc	
697		630	663.5	NPTN	opc	
1088		244	666	SET	opc	
899		436	667.5	ATP6V1A	opc	
1002		336	669	ATP6V0B	opc	
779		559	669	RAN	opc	
728		611	669.5	FIP1L1	opc	
617		724	670.5	GSN	opc	
994		348	671	DDX1	opc	
265		1082	673.5	BCAS1	opc	
114		1235	674.5	DDX17	opc	
634		719	676.5	CS	opc	
1090		266	678	SRRM1	opc	
920		437	678.5	ANK3	opc	
867		494	680.5	MAPRE1	opc	
957		408	682.5	TMEM255A	opc	
1048		318	683	VPS35	opc	
180		1188	684	NISCH	opc	
610		759	684.5	MPZL1	opc	
859		512	685.5	ZFR	opc	
847		530	688.5	DEGS1	opc	
961		418	689.5	FUBP1	opc	
1046		335	690.5	PRDX1	opc	
944		442	693	HSBP1	opc	
710		677	693.5	RBBP4	opc	
1234		158	696	DNAJA1	opc	
1148		248	698	RBMXL1	opc	
862		536	699	UQCRC1	opc	
273		1126	699.5	GTF2I	opc	
694		706	700	AFAP1L2	opc	
749		662	705.5	SEPW1	opc	
999		417	708	NPM1	opc	
1123		298	710.5	GHITM	opc	
596		834	715	CYP2J2	opc	
206		1224	715	FTH1	opc	
1111		320	715.5	CELF2	opc	
1176		255	715.5	SPCS2	opc	
972		460	716	LRP4	opc	
1057		379	718	ADAM22	opc	
411		1025	718	TGFA	opc	
1146		293	719.5	UBL3	opc	
598		843	720.5	CALU	opc	
1197		245	721	NF1	opc	
387		1069	728	TCF25	opc	
80		1379	729.5	TSPAN3	opc	
835		625	730	NSG1	opc	
1049		412	730.5	ABI2	opc	
419		1045	732	CADM2	opc	
613		853	733	GRIA4	opc	
846		623	734.5	PLD3	opc	
539		935	737	HP1BP3	opc	
643		837	740	PRDX6	opc	
1064		421	742.5	SRSF2	opc	
164		1322	743	SH3BP4	opc	
166		1323	744.5	DENND5A	opc	
406		1088	747	SLC22A23	opc	
1121		374	747.5	WBP2	opc	
110		1387	748.5	FOSB	opc	
676		831	753.5	UBE2D3	opc	
883		632	757.5	EIF3A	opc	
346		1174	760	SEPP1	opc	
927		598	762.5	PCDH17	opc	
621		906	763.5	NACA2	opc	
1522		6	764	APOD	opc	
926		606	766	UQCRC2	opc	
332		1201	766.5	HMGCS1	opc	
1094		441	767.5	FTO	opc	
1077		462	769.5	DYNLL1	opc	
737		803	770	ANP32E	opc	
551		992	771.5	COPA	opc	
459		1091	775	FAM168A	opc	
194		1357	775.5	DDX3X	opc	
685		870	777.5	ENAH	opc	
87		1477	782	LAMP1	opc	
1034		531	782.5	GMFB	opc	
698		867	782.5	UGT8	opc	
131		1437	784	RPLP0	opc	
1285		286	785.5	CSMD3	opc	
225		1346	785.5	TSC22D1	opc	
562		1010	786	RPN1	opc	
1038		535	786.5	AGPAT5	opc	
275		1299	787	DOCK9	opc	
1320		257	788.5	RNF13	opc	
1402		176	789	CALCRL	opc	
1001		577	789	MFGE8	opc	
714		869	791.5	APC	opc	
850		735	792.5	PFN2	opc	
350		1245	797.5	PCDH10	opc	
403		1198	800.5	AMFR	opc	
99		1502	800.5	SERINC5	opc	
1114		491	802.5	MMP16	opc	
916		693	804.5	SRSF11	opc	
1499		118	808.5	ARGLU1	opc	
325		1293	809	ARHGDIA	opc	
839		779	809	EDIL3	opc	
1270		349	809.5	RUFY3	opc	
22		1598	810	SDC3	opc	
736		889	812.5	RRP1	opc	
1041		595	818	TMCO3	opc	
1590		51	820.5	NLGN3	opc	
324		1320	822	SCG3	opc	
512		1133	822.5	NAP1L5	opc	
979		671	825	SARS	opc	
964		687	825.5	CPSF6	opc	
384		1269	826.5	MYT1	opc	
1388		269	828.5	NSD1	opc	
115		1542	828.5	TTYH1	opc	
334		1326	830	EWSR1	opc	
1019		641	830	TMED10	opc	
1588		76	832	QPCT	opc	
348		1319	833.5	SEL1L	opc	
401		1267	834	GNG12	opc	
1294		375	834.5	PDE4B	opc	
312		1360	836	MT-ND6	opc	
201		1472	836.5	MAP4K4	opc	
182		1497	839.5	RPL8	opc	
430		1252	841	SF3B2	opc	
1341		341	841	TSPAN6	opc	
1404		279	841.5	SELK	opc	
145		1540	842.5	MFSD2A	opc	
1326		362	844	PCDH9	opc	
1063		627	845	ILF3	opc	
158		1535	846.5	RPL7A	opc	
184		1511	847.5	RPL13A	opc	
462		1233	847.5	TRIL	opc	
165		1534	849.5	AGRN	opc	
544		1156	850	ITPR2	opc	
1191		525	858	FAM213A	opc	
837		881	859	HSPD1	opc	
938		781	859.5	ABCD3	opc	
575		1145	860	CLCN3	opc	
1095		629	862	NOVA1	opc	
1370		358	864	HNRNPR	opc	
1256		472	864	VDAC2	opc	
188		1544	866	RPSA	opc	
743		994	868.5	PUF60	opc	
276		1462	869	OS9	opc	
856		887	871.5	SDF4	opc	
101		1648	874.5	CTNNB1	opc	
303		1448	875.5	HNRNPL	opc	
530		1221	875.5	RHOA	opc	
731		1021	876	TIA1	opc	
1043		710	876.5	MAPRE2	opc	
635		1118	876.5	MAPT	opc	
1353		403	878	GNG3	opc	
1428		328	878	PCMTD2	opc	
179		1579	879	YBX1	opc	
1373		386	879.5	COPB1	opc	
1591		168	879.5	NFIB	opc	
330		1434	882	RPL10	opc	
1636		142	889	SLITRK2	opc	
997		782	889.5	TMX4	opc	
993		793	893	PPIB	opc	
1237		554	895.5	M6PR	opc	
1250		542	896	TIAL1	opc	
1510		284	897	BCLAF1	opc	
382		1412	897	GANAB	opc	
1015		787	901	TPI1	opc	
1240		564	902	H2AFZ	opc	
298		1515	906.5	CDO1	opc	
322		1496	909	ARHGAP35	opc	
1425		394	909.5	CD63	opc	
560		1260	910	TMEM30A	opc	
1767		61	914	ABCG1	opc	
1532		301	916.5	BIRC6	opc	
507		1327	917	RPL18A	opc	
474		1367	920.5	LGMN	opc	
908		933	920.5	SHC4	opc	
795		1047	921	IGF2	opc	
1231		612	921.5	MDM4	opc	
1317		533	925	PCM1	opc	
326		1524	925	VCP	opc	
1421		434	927.5	NLGN1	opc	
1035		827	931	NKTR	opc	
1340		523	931.5	CYR61	opc	
1484		380	932	GJA1	opc	
1666		206	936	ID2	opc	
780		1096	938	RTN4	opc	
226		1652	939	DDB1	opc	
479		1403	941	SPRED1	opc	
503		1381	942	MRFAP1	opc	
832		1059	945.5	ADGRL3	opc	
1665		226	945.5	SRSF7	opc	
1365		528	946.5	LPPR1	opc	
1724		171	947.5	BRD8	opc	
1517		378	947.5	PAICS	opc	
545		1351	948	CSNK1D	opc	
1120		777	948.5	COPG1	opc	
1395		504	949.5	SDHB	opc	
1103		797	950	2810468N07RIK	opc	
1399		501	950	CKAP5	opc	
647		1255	951	LMBRD1	opc	
349		1558	953.5	PAFAH1B1	opc	
1439		469	954	JAM3	opc	
1459		453	956	ENPP5	opc	
1276		637	956.5	XPO1	opc	
338		1577	957.5	SEMA5A	opc	
822		1094	958	HSD17B4	opc	
1608		309	958.5	TMX2	opc	
1545		376	960.5	KLHL13	opc	
1030		892	961	MYO10	opc	
1455		471	963	NARS	opc	
1616		312	964	TMEM176A	opc	
1378		565	971.5	TAOK1	opc	
526		1431	978.5	RAB14	opc	
1107		855	981	KCND2	opc	
1866		98	982	NFIA	opc	
657		1308	982.5	AFF4	opc	
1604		364	984	GJC3	opc	
1098		874	986	VAPA	opc	
1327		649	988	PGRMC1	opc	
1575		402	988.5	DHX30	opc	
1582		399	990.5	HIPK1	opc	
825		1158	991.5	RDX	opc	
1795		189	992	LRRC4C	opc	
1631		357	994	SRPK2	opc	
1403		587	995	CTTNBP2	opc	
1360		631	995.5	P4HA1	opc	
1626		365	995.5	SRSF10	opc	
1385		607	996	NTM	opc	
838		1155	996.5	PPP3CA	opc	
412		1584	998	YWHAB	opc	
910		1089	999.5	SLC1A1	opc	
827		1173	1000	SETD5	opc	
1645		356	1000.5	ASAH1	opc	
329		1673	1001	COL4A1	opc	
142		1872	1007	ATP1B2	opc	
891		1123	1007	GPLD1	opc	
1329		691	1010	ANKRD46	opc	
455		1565	1010	RPL5	opc	
565		1459	1012	NBR1	opc	
24		2000	1012	PSAP	opc	
912		1114	1013	SEMA3D	opc	
1596		433	1014.5	R3HDM1	opc	
138		1892	1015	NLGN2	opc	
748		1288	1018	DNAJC5	opc	
1216		822	1019	SGTA	opc	
1563		476	1019.5	HNRNPU	opc	
640		1409	1024.5	FAM171B	opc	
1175		876	1025.5	FAM3C	opc	
587		1464	1025.5	RPL14	opc	
1379		676	1027.5	GPS1	opc	
1653		405	1029	CLDND1	opc	
1871		187	1029	ZCCHC12	opc	
753		1306	1029.5	EEF1B2	opc	
1548		511	1029.5	TIMP4	opc	
868		1193	1030.5	CCDC88A	opc	
632		1433	1032.5	IVNS1ABP	opc	
1261		805	1033	TPP1	opc	
1126		941	1033.5	CCSER2	opc	
1117		950	1033.5	LIMA1	opc	
1344		725	1034.5	AAMP	opc	
790		1279	1034.5	RPL41	opc	
1392		678	1035	LRP1B	opc	
1407		672	1039.5	GOSR2	opc	
1789		292	1040.5	COPZ1	opc	
1927		154	1040.5	SREK1	opc	
855		1227	1041	ETV5	opc	
1298		784	1041	RASGRF1	opc	
741		1341	1041	TOP2B	opc	
451		1633	1042	RPL21	opc	
1238		856	1047	BCAT1	opc	
1913		186	1049.5	INPP5F	opc	
444		1658	1051	GFRA1	opc	
1190		914	1052	EPRS	opc	
1759		347	1053	AKAP13	opc	
636		1473	1054.5	ADORA1	opc	
1779		340	1059.5	PSMB6	opc	
1867		253	1060	CPQ	opc	
1168		952	1060	SNX27	opc	
1145		985	1065	GPR155	opc	
69		2063	1066	GLUL	opc	
2062		72	1067	LRRC58	opc	
1509		626	1067.5	PPP2R5C	opc	
958		1178	1068	GLYR1	opc	
1394		743	1068.5	HECTD4	opc	
1550		588	1069	TCP1	opc	
1177		968	1072.5	LUC7L2	opc	
607		1538	1072.5	NOTCH1	opc	
1605		543	1074	CDC42BPA	opc	
642		1510	1076	GPC1	opc	
1469		684	1076.5	SPPL2A	opc	
1397		761	1079	ANK2	opc	
457		1704	1080.5	SQSTM1	opc	
966		1197	1081.5	GOLGA7	opc	
1106		1068	1087	KIF3A	opc	
890		1290	1090	IL1RAP	opc	
345		1837	1091	MEGF11	opc	
1584		602	1093	ZRANB2	opc	
221		1968	1094.5	ASTN1	opc	
628		1562	1095	CHRNA4	opc	
1606		585	1095.5	SMARCB1	opc	
1595		597	1096	TAX1BP1	opc	
1643		550	1096.5	EIF3E	opc	
1981		213	1097	TWF1	opc	
1128		1066	1097	YWHAQ	opc	
980		1215	1097.5	STMN3	opc	
1016		1180	1098	KIFAP3	opc	
1880		316	1098	MTCH2	opc	
1203		993	1098	TPM3	opc	
585		1613	1099	ABHD4	opc	
1135		1063	1099	MAGED2	opc	
1423		778	1100.5	PSMB1	opc	
1622		581	1101.5	NDUFA4	opc	
937		1270	1103.5	RAB2A	opc	
1739		468	1103.5	SOD1	opc	
695		1518	1106.5	TACC2	opc	
1212		1009	1110.5	GPC5	opc	
844		1378	1111	XPR1	opc	
1966		259	1112.5	PMP22	opc	
1709		517	1113	TMED4	opc	
1844		384	1114	TIMP3	opc	
1607		622	1114.5	ATAD1	opc	
380		1849	1114.5	CSNK1A1	opc	
1424		813	1118.5	PNN	opc	
572		1669	1120.5	TMEM106B	opc	
1771		473	1122	SMIM7	opc	
1685		560	1122.5	RNF14	opc	
1265		982	1123.5	PPP1R9A	opc	
333		1920	1126.5	HSPH1	opc	
320		1934	1127	ITGB1	opc	
1202		1053	1127.5	HERC1	opc	
885		1373	1129	CTNNA2	opc	
1150		1108	1129	SSFA2	opc	
1441		819	1130	KMT2C	opc	
1059		1205	1132	SPRY1	opc	
288		1977	1132.5	RPS3A	opc	
1505		762	1133.5	SSR2	opc	
1934		333	1133.5	ZNF512B	opc	
858		1410	1134	CAPZB	opc	
1655		615	1135	NASP	opc	
45		2226	1135.5	MATN4	opc	
833		1439	1136	PI4KA	opc	
1991		283	1137	TUG1	opc	
866		1416	1141	RPL22	opc	
1248		1036	1142	PIGS	opc	
1938		350	1144	PJA1	opc	
1361		928	1144.5	ENSA	opc	
1070		1219	1144.5	GABARAP	opc	
951		1339	1145	SAR1A	opc	
1071		1220	1145.5	ZEB2	opc	
659		1635	1147	TUBA1B	opc	
2264		39	1151.5	SPRY4	opc	
1159		1148	1153.5	CASC4	opc	
1869		440	1154.5	NCSTN	opc	
1233		1078	1155.5	MSMO1	opc	
1255		1062	1158.5	HEXA	opc	
1393		924	1158.5	NUDT3	opc	
1950		368	1159	CAT	opc	
1660		659	1159.5	ANKRD17	opc	
1355		965	1160	PA2G4	opc	
2067		254	1160.5	RAB18	opc	
1221		1103	1162	TMEM127	opc	
1308		1017	1162.5	MAU2	opc	
977		1348	1162.5	PID1	opc	
1398		930	1164	TALDO1	opc	
1170		1160	1165	LNX1	opc	
953		1377	1165	PTP4A2	opc	
1461		871	1166	DYNC1I2	opc	
1354		980	1167	COX6B1	opc	
1105		1232	1168.5	REEP3	opc	
528		1811	1169.5	HMGCR	opc	
1541		799	1170	IST1	opc	
199		2144	1171.5	SEZ6L	opc	
1805		546	1175.5	ATF7IP	opc	
1614		742	1178	SMC1A	opc	
271		2086	1178.5	EMID1	opc	
831		1529	1180	NXF1	opc	
1610		750	1180	XPNPEP1	opc	
283		2084	1183.5	EIF4A1	opc	
154		2219	1186.5	SEPT8	opc	
1297		1080	1188.5	FRY	opc	
1633		751	1192	SNX17	opc	
976		1411	1193.5	SNRNP200	opc	
696		1692	1194	RAF1	opc	
1624		764	1194	UBAP2L	opc	
2061		332	1196.5	TPD52L2	opc	
897		1501	1199	AZIN1	opc	
368		2030	1199	CLIP3	opc	
2064		334	1199	PLAT	opc	
591		1808	1199.5	PKIA	opc	
1291		1111	1201	NR1D1	opc	
538		1866	1202	ACTR1A	opc	
466		1941	1203.5	TEF	opc	
1868		541	1204.5	SS18	opc	
2270		144	1207	MAP3K1	opc	
354		2062	1208	EVI5L	opc	
1674		745	1209.5	IDH3G	opc	
1976		446	1211	ADH5	opc	
408		2015	1211.5	PURB	opc	
1115		1310	1212.5	OCIAD1	opc	
1416		1013	1214.5	CDIP1	opc	
1222		1212	1217	SPIRE1	opc	
2311		127	1219	NRAS	opc	
1242		1196	1219	TMPO	opc	
1656		788	1222	STX12	opc	
2208		237	1222.5	SAT1	opc	
548		1898	1223	ETNK1	opc	
439		2008	1223.5	ABTB2	opc	
1515		932	1223.5	TMEM33	opc	
1917		532	1224.5	LRRTM3	opc	
122		2332	1227	APP	opc	
1817		639	1228	ILF2	opc	
2035		422	1228.5	SLC25A36	opc	
1969		493	1231	B2M	opc	
1914		548	1231	CCNT2	opc	
381		2081	1231	HNRNPA3	opc	
2202		261	1231.5	CLK4	opc	
778		1687	1232.5	FAM102A	opc	
789		1678	1233.5	MPRIP	opc	
828		1640	1234	IP6K1	opc	
1663		808	1235.5	ELOVL6	opc	
1776		697	1236.5	TRA2B	opc	
1904		571	1237.5	BRK1	opc	
2382		93	1237.5	SPRY2	opc	
1481		998	1239.5	EFTUD2	opc	
442		2041	1241.5	EIF4G3	opc	
1910		576	1243	TMEM167A	opc	
1892		594	1243	ZFP191	opc	
327		2160	1243.5	GLUD1	opc	
1079		1413	1246	MYH10	opc	
1952		544	1248	SMG7	opc	
202		2299	1250.5	NPC1	opc	
2341		161	1251	STRBP	opc	
646		1857	1251.5	SNX3	opc	
1768		739	1253.5	EXOC4	opc	
1654		854	1254	PPP2R2B	opc	
1815		696	1255.5	METAP2	opc	
2144		369	1256.5	MBNL1	opc	
2504		14	1259	VTN	opc	
1637		883	1260	NAV3	opc	
1154		1366	1260	PSMC3	opc	
1864		657	1260.5	ABCE1	opc	
809		1715	1262	RSRP1	opc	
379		2153	1266	RPL6	opc	
1732		802	1267	ACAT1	opc	
2517		17	1267	DPYSL2	opc	
674		1860	1267	GRIN3A	opc	
1562		974	1268	ATP5O	opc	
1632		912	1272	C16ORF45	opc	
1816		729	1272.5	SSB	opc	
905		1642	1273.5	PUM2	opc	
2300		256	1278	ACTR10	opc	
1547		1011	1279	TRO	opc	
2278		287	1282.5	PCDH11Y	opc	
786		1781	1283.5	ABCA1	opc	
522		2047	1284.5	RPL32	opc	
1926		646	1286	KMT2D	opc	
799		1773	1286	SSRP1	opc	
1477		1097	1287	PBX1	opc	
987		1590	1288.5	STIP1	opc	
948		1630	1289	TANC2	opc	
873		1705	1289	WDFY3	opc	
1838		756	1297	TOR1AIP2	opc	
1389		1208	1298.5	DCAF8	opc	
1155		1443	1299	OSTF1	opc	
2337		267	1302	ARAF	opc	
680		1924	1302	PFKM	opc	
246		2360	1303	CALM3	opc	
1021		1586	1303.5	SLC35B2	opc	
1440		1168	1304	RAB11A	opc	
1628		989	1308.5	RGCC	opc	
794		1823	1308.5	ZMYND11	opc	
755		1865	1310	8430419L09RIK	opc	
18		2610	1314	APOE	opc	
1468		1161	1314.5	SCN3A	opc	
1178		1454	1316	NALCN	opc	
921		1711	1316	NR3C1	opc	
1749		888	1318.5	SLC39A1	opc	
1728		911	1319.5	IMMT	opc	
1794		847	1320.5	TRP53BP1	opc	
2432		211	1321.5	RTCB	opc	
1328		1316	1322	GAPVD1	opc	
692		1957	1324.5	TUBB4B	opc	
804		1846	1325	RAD21	opc	
1918		733	1325.5	IDH3A	opc	
954		1698	1326	EHD3	opc	
353		2301	1327	GLG1	opc	
1888		770	1329	FAM120A	opc	
2252		409	1330.5	COPE	opc	
1254		1407	1330.5	USP5	opc	
677		1990	1333.5	PCYOX1	opc	
818		1850	1334	NCOR1	opc	
1850		823	1336.5	USP34	opc	
800		1876	1338	TSPAN13	opc	
1372		1305	1338.5	ULK2	opc	
1647		1031	1339	DOCK1	opc	
1881		798	1339.5	PDIA4	opc	
2172		507	1339.5	SNAP47	opc	
1558		1122	1340	CFAP20	opc	
2059		621	1340	KARS	opc	
735		1946	1340.5	RPS6	opc	
2077		610	1343.5	SKIL	opc	
878		1813	1345.5	SEPT3	opc	
1479		1216	1347.5	PRPF4B	opc	
2590		106	1348	PRUNE2	opc	
1886		812	1349	ARPC1A	opc	
1268		1430	1349	LUC7L	opc	
463		2236	1349.5	EEF1G	opc	
2554		146	1350	DUSP6	opc	
2002		699	1350.5	PDHA1	opc	
1483		1218	1350.5	PSD3	opc	
941		1763	1352	RASSF2	opc	
1668		1037	1352.5	PUM1	opc	
434		2271	1352.5	RPL19	opc	
1066		1641	1353.5	MORF4L1	opc	
543		2166	1354.5	ARF3	opc	
1187		1523	1355	PTBP2	opc	
1546		1165	1355.5	EIF3L	opc	
75		2636	1355.5	RPL13	opc	
2116		600	1358	RSU1	opc	
762		1955	1358.5	NUCB1	opc	
933		1788	1360.5	COL4A2	opc	
1612		1113	1362.5	CSMD1	opc	
616		2109	1362.5	PRKCQ	opc	
763		1965	1364	RAB6A	opc	
1828		901	1364.5	AI854517	opc	
1948		786	1367	CCDC50	opc	
1482		1257	1369.5	COPB2	opc	
1494		1246	1370	KTN1	opc	
1438		1302	1370	TGOLN2	opc	
1251		1493	1372	1700020I14RIK	opc	
1193		1553	1373	TMEM255B	opc	
1010		1753	1381.5	ATP8A1	opc	
1825		939	1382	CPT1C	opc	
1734		1030	1382	MAN1A2	opc	
1535		1229	1382	PTPN5	opc	
1067		1699	1383	PSIP1	opc	
1119		1650	1384.5	MGEA5	opc	
2055		714	1384.5	RSRC2	opc	
2402		372	1387	SPCS3	opc	
1700		1076	1388	NCOA1	opc	
2221		555	1388	TXNDC12	opc	
1821		959	1390	PSMC1	opc	
785		1996	1390.5	GPI	opc	
1223		1560	1391.5	BPGM	opc	
1319		1466	1392.5	PURA	opc	
2305		483	1394	SDC2	opc	
2075		718	1396.5	NAPA	opc	
751		2046	1398.5	PDE4DIP	opc	
1073		1728	1400.5	WDR82	opc	
1718		1087	1402.5	ZHX3	opc	
2137		669	1403	TMEM50A	opc	
2349		457	1403	TSPYL1	opc	
1427		1383	1405	GPCPD1	opc	
2114		701	1407.5	SLC35A4	opc	
1847		972	1409.5	MYEF2	opc	
1374		1446	1410	SEC62	opc	
2217		603	1410	TSN	opc	
2158		663	1410.5	ATP6AP2	opc	
761		2060	1410.5	REEP5	opc	
1474		1353	1413.5	TNFRSF21	opc	
1621		1209	1415	KMT2A	opc	
631		2200	1415.5	RPL23	opc	
1960		873	1416.5	RBM26	opc	
143		2692	1417.5	ATP2A2	opc	
848		1991	1419.5	HDLBP	opc	
599		2240	1419.5	TMEM179	opc	
123		2718	1420.5	OLIG2	opc	
1657		1187	1422	NFAT5	opc	
1047		1798	1422.5	DHX15	opc	
1667		1179	1423	MAGEH1	opc	
2675		173	1424	POLDIP3	opc	
1986		863	1424.5	BSCL2	opc	
1885		964	1424.5	MMGT1	opc	
1336		1513	1424.5	PANK3	opc	
2065		785	1425	GNL3L	opc	
648		2215	1431.5	MAP4	opc	
1559		1304	1431.5	ZNF706	opc	
1356		1508	1432	RPS18	opc	
1466		1404	1435	CNOT6	opc	
760		2123	1441.5	FKBP4	opc	
1931		953	1442	CCDC47	opc	
1930		956	1443	VCAM1	opc	
2142		749	1445.5	TMX1	opc	
1108		1785	1446.5	IL6ST	opc	
962		1932	1447	ATP5G3	opc	
2866		29	1447.5	DBPHT2	opc	
2506		392	1449	PSMA3	opc	
2378		527	1452.5	PRPF38B	opc	
791		2118	1454.5	SLC3A2	opc	
489		2421	1455	LPCAT1	opc	
2260		653	1456.5	NDUFA9	opc	
928		1988	1458	SH3GLB1	opc	
992		1929	1460.5	NPC2	opc	
2559		363	1461	CERS4	opc	
1026		1901	1463.5	HIF1A	opc	
1307		1623	1465	TRRAP	opc	
970		1961	1465.5	STAT3	opc	
2033		902	1467.5	PSMD1	opc	
1673		1264	1468.5	ARL6IP5	opc	
413		2525	1469	HTRA1	opc	
863		2075	1469	PHLPP1	opc	
1167		1772	1469.5	SUPT5H	opc	
1486		1456	1471	UBE2H	opc	
1784		1159	1471.5	DHCR7	opc	
1283		1661	1472	ACTR1B	opc	
1189		1756	1472.5	MAN2B1	opc	
1279		1667	1473	CERS2	opc	
1473		1474	1473.5	THRAP3	opc	
1074		1875	1474.5	TRIM44	opc	
2161		791	1476	PEX19	opc	
1898		1054	1476	TMX3	opc	
757		2196	1476.5	GLTP	opc	
949		2006	1477.5	SEMA5B	opc	
1808		1152	1480	ATP2B1	opc	
1971		991	1481	FUBP3	opc	
2307		656	1481.5	GNB4	opc	
504		2461	1482.5	TNFRSF19	opc	
1236		1731	1483.5	SMG1	opc	
1634		1336	1485	CUX1	opc	
2664		308	1486	CREBBP	opc	
232		2744	1488	LRRN1	opc	
253		2724	1488.5	SFPQ	opc	
550		2428	1489	ALCAM	opc	
2097		882	1489.5	SETD2	opc	
389		2592	1490.5	ARNT2	opc	
